"subject" "activity" "domain" "signal_type" "signal_source" "parameter" "axis" "mean(value)"
"10" "standing" "fourier.transform" "gyroscope" "body" "mean" "y" -0.960323800909091
"10" "standing" "fourier.transform" "gyroscope" "body" "mean" "z" -0.950915730909091
"10" "standing" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.944008682954545
"10" "standing" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.932273942727273
"10" "standing" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.958399857954545
"10" "standing" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.958901257272727
"10" "standing" "time" "accelerometer" "body" "mean" "magnitude" -0.958576363181818
"10" "standing" "time" "accelerometer" "body" "mean" "x" 0.178814369852273
"10" "standing" "time" "accelerometer" "body" "mean" "y" -0.00182054864170455
"10" "standing" "time" "accelerometer" "body" "mean" "z" -0.0564112471232955
"10" "standing" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.94466137625
"10" "standing" "time" "accelerometer" "body" "std.deviation" "x" -0.971357486136364
"10" "standing" "time" "accelerometer" "body" "std.deviation" "y" -0.930445253409091
"10" "standing" "time" "accelerometer" "body" "std.deviation" "z" -0.958851020227273
"10" "standing" "time" "accelerometer" "gravity" "mean" "magnitude" -0.951988907954545
"10" "standing" "time" "accelerometer" "gravity" "mean" "x" 0.954008785454545
"10" "standing" "time" "accelerometer" "gravity" "mean" "y" -0.0431597830454545
"10" "standing" "time" "accelerometer" "gravity" "mean" "z" 0.0346980210431818
"10" "standing" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.937264537954545
"10" "standing" "time" "accelerometer" "gravity" "std.deviation" "x" -0.991259485
"10" "standing" "time" "accelerometer" "gravity" "std.deviation" "y" -0.975410724090909
"10" "standing" "time" "accelerometer" "gravity" "std.deviation" "z" -0.959579657727273
"10" "standing" "time" "gyroscope" "body" "mean" "magnitude" -0.950712460681818
"10" "standing" "time" "gyroscope" "body" "mean" "x" -0.0664696328711364
"10" "standing" "time" "gyroscope" "body" "mean" "y" -0.0624206743545455
"10" "standing" "time" "gyroscope" "body" "mean" "z" 0.0224176529886364
"10" "standing" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.942448110340909
"10" "standing" "time" "gyroscope" "body" "std.deviation" "x" -0.940131303181818
"10" "standing" "time" "gyroscope" "body" "std.deviation" "y" -0.967653090340909
"10" "standing" "time" "gyroscope" "body" "std.deviation" "z" -0.961366065113636
"10" "walking" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.036252395290566
"10" "walking" "fourier.transform" "accelerometer" "body" "mean" "x" -0.111065554375472
"10" "walking" "fourier.transform" "accelerometer" "body" "mean" "y" 0.0421481964106604
"10" "walking" "fourier.transform" "accelerometer" "body" "mean" "z" -0.438101615660377
"10" "walking" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.160131590231792
"10" "walking" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.142759161968585
"10" "walking" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.040644469545283
"10" "walking" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.496908432924528
"10" "walking" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.463841122735849
"10" "walking" "fourier.transform" "gyroscope" "body" "mean" "x" -0.277913780754717
"10" "walking" "fourier.transform" "gyroscope" "body" "mean" "y" -0.345209034528302
"10" "walking" "fourier.transform" "gyroscope" "body" "mean" "z" -0.108530029881132
"10" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.508717798018868
"10" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.458292932830189
"10" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.204392821584906
"10" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.273292866226415
"10" "walking" "time" "accelerometer" "body" "mean" "magnitude" -0.130012952184047
"10" "walking" "time" "accelerometer" "body" "mean" "x" 0.182184228766038
"10" "walking" "time" "accelerometer" "body" "mean" "y" -0.00646993163207547
"10" "walking" "time" "accelerometer" "body" "mean" "z" -0.0626764158358491
"10" "walking" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.0739970290292453
"10" "walking" "time" "accelerometer" "body" "std.deviation" "x" -0.115454417858491
"10" "walking" "time" "accelerometer" "body" "std.deviation" "y" 0.0261686650207547
"10" "walking" "time" "accelerometer" "body" "std.deviation" "z" -0.453653988962264
"10" "walking" "time" "accelerometer" "gravity" "mean" "magnitude" -0.127400912069811
"10" "walking" "time" "accelerometer" "gravity" "mean" "x" 0.963092149811321
"10" "walking" "time" "accelerometer" "gravity" "mean" "y" -0.0838277013962264
"10" "walking" "time" "accelerometer" "gravity" "mean" "z" 0.0549276242264151
"10" "walking" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.185602396067925
"10" "walking" "time" "accelerometer" "gravity" "std.deviation" "x" -0.974435158113208
"10" "walking" "time" "accelerometer" "gravity" "std.deviation" "y" -0.971114719811321
"10" "walking" "time" "accelerometer" "gravity" "std.deviation" "z" -0.957862728301887
"10" "walking" "time" "gyroscope" "body" "mean" "magnitude" -0.298411183481132
"10" "walking" "time" "gyroscope" "body" "mean" "x" -0.0560100329203774
"10" "walking" "time" "gyroscope" "body" "mean" "y" -0.066937288239934
"10" "walking" "time" "gyroscope" "body" "mean" "z" 0.018771640115566
"10" "walking" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.451526526132076
"10" "walking" "time" "gyroscope" "body" "std.deviation" "x" -0.390134599245283
"10" "walking" "time" "gyroscope" "body" "std.deviation" "y" -0.380268323301887
"10" "walking" "time" "gyroscope" "body" "std.deviation" "z" -0.251802180622642
"10" "walking_downstairs" "fourier.transform" "accelerometer" "body" "mean" "magnitude" 0.188546875210526
"10" "walking_downstairs" "fourier.transform" "accelerometer" "body" "mean" "x" 0.198542202080263
"10" "walking_downstairs" "fourier.transform" "accelerometer" "body" "mean" "y" -0.0552288459855263
"10" "walking_downstairs" "fourier.transform" "accelerometer" "body" "mean" "z" -0.199203696585526
"10" "walking_downstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.0118238072013158
"10" "walking_downstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "x" 0.240935210892105
"10" "walking_downstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.108344787159211
"10" "walking_downstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.33241705
"10" "walking_downstairs" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.398271997513158
"10" "walking_downstairs" "fourier.transform" "gyroscope" "body" "mean" "x" -0.214350280079211
"10" "walking_downstairs" "fourier.transform" "gyroscope" "body" "mean" "y" -0.272495710342105
"10" "walking_downstairs" "fourier.transform" "gyroscope" "body" "mean" "z" 0.0391366814342105
"10" "walking_downstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.466384311828947
"10" "walking_downstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.339514358157895
"10" "walking_downstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.343237004473684
"10" "walking_downstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.1503916379
"10" "walking_downstairs" "time" "accelerometer" "body" "mean" "magnitude" 0.150772396118947
"10" "walking_downstairs" "time" "accelerometer" "body" "mean" "x" 0.195680490881579
"10" "walking_downstairs" "time" "accelerometer" "body" "mean" "y" -0.00461129341710526
"10" "walking_downstairs" "time" "accelerometer" "body" "mean" "z" -0.0553479900368421
"10" "walking_downstairs" "time" "accelerometer" "body" "std.deviation" "magnitude" 0.133937718342105
"10" "walking_downstairs" "time" "accelerometer" "body" "std.deviation" "x" 0.259504676868421
"10" "walking_downstairs" "time" "accelerometer" "body" "std.deviation" "y" -0.0504706009656579
"10" "walking_downstairs" "time" "accelerometer" "body" "std.deviation" "z" -0.250872989661184
"10" "walking_downstairs" "time" "accelerometer" "gravity" "mean" "magnitude" 0.250843769394737
"10" "walking_downstairs" "time" "accelerometer" "gravity" "mean" "x" 0.939807421052632
"10" "walking_downstairs" "time" "accelerometer" "gravity" "mean" "y" -0.0646160768947368
"10" "walking_downstairs" "time" "accelerometer" "gravity" "mean" "z" 0.0418715409263158
"10" "walking_downstairs" "time" "accelerometer" "gravity" "std.deviation" "magnitude" 0.156998205421053
"10" "walking_downstairs" "time" "accelerometer" "gravity" "std.deviation" "x" -0.939267613157895
"10" "walking_downstairs" "time" "accelerometer" "gravity" "std.deviation" "y" -0.937003823684211
"10" "walking_downstairs" "time" "accelerometer" "gravity" "std.deviation" "z" -0.902085224736842
"10" "walking_downstairs" "time" "gyroscope" "body" "mean" "magnitude" -0.212850557536842
"10" "walking_downstairs" "time" "gyroscope" "body" "mean" "x" -0.0946079974210526
"10" "walking_downstairs" "time" "gyroscope" "body" "mean" "y" -0.0778401720736842
"10" "walking_downstairs" "time" "gyroscope" "body" "mean" "z" 0.000201028675
"10" "walking_downstairs" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.387244303434211
"10" "walking_downstairs" "time" "gyroscope" "body" "std.deviation" "x" -0.360865758118421
"10" "walking_downstairs" "time" "gyroscope" "body" "std.deviation" "y" -0.391529251447368
"10" "walking_downstairs" "time" "gyroscope" "body" "std.deviation" "z" -0.131219786652632
"10" "walking_upstairs" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.160209934478723
"10" "walking_upstairs" "fourier.transform" "accelerometer" "body" "mean" "x" -0.170312556390426
"10" "walking_upstairs" "fourier.transform" "accelerometer" "body" "mean" "y" -0.122970830717021
"10" "walking_upstairs" "fourier.transform" "accelerometer" "body" "mean" "z" -0.427218537659574
"10" "walking_upstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.347901289255319
"10" "walking_upstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.209777835148298
"10" "walking_upstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.127212299372553
"10" "walking_upstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.348564429355319
"10" "walking_upstairs" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.432977343723404
"10" "walking_upstairs" "fourier.transform" "gyroscope" "body" "mean" "x" -0.218524716912766
"10" "walking_upstairs" "fourier.transform" "gyroscope" "body" "mean" "y" -0.235858986212766
"10" "walking_upstairs" "fourier.transform" "gyroscope" "body" "mean" "z" -0.262763367170213
"10" "walking_upstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.419129969946809
"10" "walking_upstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.34130162006383
"10" "walking_upstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "y" 0.171735785297872
"10" "walking_upstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.403822082765957
"10" "walking_upstairs" "time" "accelerometer" "body" "mean" "magnitude" -0.144350185961277
"10" "walking_upstairs" "time" "accelerometer" "body" "mean" "x" 0.16600239187766
"10" "walking_upstairs" "time" "accelerometer" "body" "mean" "y" 0.00612296809255319
"10" "walking_upstairs" "time" "accelerometer" "body" "mean" "z" -0.0847590020095745
"10" "walking_upstairs" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.218773839051872
"10" "walking_upstairs" "time" "accelerometer" "body" "std.deviation" "x" -0.17440604987234
"10" "walking_upstairs" "time" "accelerometer" "body" "std.deviation" "y" -0.0916779801765957
"10" "walking_upstairs" "time" "accelerometer" "body" "std.deviation" "z" -0.340697486673404
"10" "walking_upstairs" "time" "accelerometer" "gravity" "mean" "magnitude" -0.0266623294757447
"10" "walking_upstairs" "time" "accelerometer" "gravity" "mean" "x" 0.931861027446809
"10" "walking_upstairs" "time" "accelerometer" "gravity" "mean" "y" -0.0565670278723404
"10" "walking_upstairs" "time" "accelerometer" "gravity" "mean" "z" 0.0227527702016383
"10" "walking_upstairs" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.211537480214383
"10" "walking_upstairs" "time" "accelerometer" "gravity" "std.deviation" "x" -0.959216072340425
"10" "walking_upstairs" "time" "accelerometer" "gravity" "std.deviation" "y" -0.937039417446809
"10" "walking_upstairs" "time" "accelerometer" "gravity" "std.deviation" "z" -0.864745838297872
"10" "walking_upstairs" "time" "gyroscope" "body" "mean" "magnitude" -0.239802791912766
"10" "walking_upstairs" "time" "gyroscope" "body" "mean" "x" -0.0419339111734043
"10" "walking_upstairs" "time" "gyroscope" "body" "mean" "y" -0.0663474369484043
"10" "walking_upstairs" "time" "gyroscope" "body" "mean" "z" 0.0257321222542553
"10" "walking_upstairs" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.365667514431064
"10" "walking_upstairs" "time" "gyroscope" "body" "std.deviation" "x" -0.367913025869149
"10" "walking_upstairs" "time" "gyroscope" "body" "std.deviation" "y" -0.281728295502128
"10" "walking_upstairs" "time" "gyroscope" "body" "std.deviation" "z" -0.401377065829787
"11" "laying" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.975467389561404
"11" "laying" "fourier.transform" "accelerometer" "body" "mean" "x" -0.98434312
"11" "laying" "fourier.transform" "accelerometer" "body" "mean" "y" -0.972643216052632
"11" "laying" "fourier.transform" "accelerometer" "body" "mean" "z" -0.976570828508772
"11" "laying" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.975582113508772
"11" "laying" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.986222445087719
"11" "laying" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.973538001842105
"11" "laying" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.977485513070175
"11" "laying" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.976536096842105
"11" "laying" "fourier.transform" "gyroscope" "body" "mean" "x" -0.97618747122807
"11" "laying" "fourier.transform" "gyroscope" "body" "mean" "y" -0.982640271929825
"11" "laying" "fourier.transform" "gyroscope" "body" "mean" "z" -0.961434420701754
"11" "laying" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.969209260877193
"11" "laying" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.982424585438596
"11" "laying" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.982660631754386
"11" "laying" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.963183902982456
"11" "laying" "time" "accelerometer" "body" "mean" "magnitude" -0.981975904298246
"11" "laying" "time" "accelerometer" "body" "mean" "x" 0.178628752289474
"11" "laying" "time" "accelerometer" "body" "mean" "y" -0.00272020993429825
"11" "laying" "time" "accelerometer" "body" "mean" "z" -0.0530048365247368
"11" "laying" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.974698344035088
"11" "laying" "time" "accelerometer" "body" "std.deviation" "x" -0.985018219298246
"11" "laying" "time" "accelerometer" "body" "std.deviation" "y" -0.972487164561403
"11" "laying" "time" "accelerometer" "body" "std.deviation" "z" -0.976711480526316
"11" "laying" "time" "accelerometer" "gravity" "mean" "magnitude" -0.980621180175439
"11" "laying" "time" "accelerometer" "gravity" "mean" "x" -0.134832031403509
"11" "laying" "time" "accelerometer" "gravity" "mean" "y" 0.943017941403509
"11" "laying" "time" "accelerometer" "gravity" "mean" "z" 0.112620189964912
"11" "laying" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.972891829473684
"11" "laying" "time" "accelerometer" "gravity" "std.deviation" "x" -0.97956560245614
"11" "laying" "time" "accelerometer" "gravity" "std.deviation" "y" -0.990765579649123
